,taxon_name_w_authors,v12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
23396,Pleione cycnoches (C.S.P.Parish & Rchb.f.) Kuntze,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne cycnoches C.S.P.Parish & Rchb.f.,Coelogyne cycnoches C.S.P.Parish & Rchb.f.
23952,Rosa pugetii var. thomasii (Puget ex Cottet) Heinr.Braun,Rosa marginata Wallr.,Rosa marginata Wallr.,Rosa marginata Wallr.,Rosa marginata Wallr.,Rosa abietina Gren. ex Christ,Rosa abietina Gren. ex Christ
24854,Rosa × cottetii var. aberrans (Wolley-Dod) P.V.Heath,Rosa × scabriuscula Winch ex Sm.,Rosa × scabriuscula Winch ex Sm.,Rosa × scabriuscula Winch ex Sm.,Rosa × scabriuscula Winch ex Sm.,Rosa × aberrans Wolley-Dod,Rosa × aberrans Wolley-Dod
25172,Mesembryanthemum floriferum N.E.Br.,Eberlanzia schneideriana (A.Berger) H.E.K.Hartmann,Eberlanzia schneideriana (A.Berger) H.E.K.Hartmann,Eberlanzia schneideriana (A.Berger) H.E.K.Hartmann,Eberlanzia schneideriana (A.Berger) H.E.K.Hartmann,Eberlanzia pillansii (L.Bolus) Klak & P.C.van Wyk,Eberlanzia pillansii (L.Bolus) Klak & P.C.van Wyk
25389,Juncus bufonius subsp. minutulus Soó,Juncus minutulus (Albert & Jahand.) Prain,Juncus minutulus (Albert & Jahand.) Prain,Juncus minutulus (Albert & Jahand.) Prain,Juncus minutulus (Albert & Jahand.) Prain,Juncus bufonius L.,Juncus bufonius L.
25632,Rosa × hibernica f. wilsonii (Borrer) Wolley-Dod,Rosa × hibernica Templeton,Rosa × hibernica Templeton,Rosa × hibernica Templeton,Rosa × hibernica Templeton,Rosa × andrzeiowskii Steven ex Besser,Rosa × andrzeiowskii Steven ex Besser
25676,Phalaenopsis cornu-cervi f. borneensis (Garay) O.Gruss & M.Wolff,Phalaenopsis cornu-cervi (Breda) Blume & Rchb.f.,Phalaenopsis cornu-cervi (Breda) Blume & Rchb.f.,Phalaenopsis cornu-cervi (Breda) Blume & Rchb.f.,Phalaenopsis cornu-cervi (Breda) Blume & Rchb.f.,Phalaenopsis pantherina Rchb.f.,Phalaenopsis pantherina Rchb.f.
28824,Meringium merrillii (Christ) Copel.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum merrillii Christ,Hymenophyllum merrillii Christ
29200,Brachypodium pinnatum f. cespitosum (Host) Bolzon,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre (Host) Roem. & Schult.
29270,Brachypodium pinnatum proles cespitosum (Host) Rouy,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre (Host) Roem. & Schult.
29271,Brachypodium pinnatum subsp. cespitosum (Host) Hack.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre (Host) Roem. & Schult.
29272,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre (Host) Roem. & Schult.
29273,Brachypodium pinnatum var. cespitosum (Host) Mert. & W.D.J.Koch,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre (Host) Roem. & Schult.
30468,Cephalomanes insigne var. makinoi (C.Chr.) Sa.Kurata,Trichomanes latealatum (Bosch) Christ,Trichomanes latealatum (Bosch) Christ,Trichomanes latealatum (Bosch) Christ,Trichomanes latealatum (Bosch) Christ,Trichomanes makinoi C.Chr.,Trichomanes makinoi C.Chr.
30675,Potentilla taurica var. tutuiatuensis (Prodan) Borza,Potentilla taurica Willd. ex D.F.K.Schltdl.,Potentilla taurica Willd. ex D.F.K.Schltdl.,Potentilla taurica Willd. ex D.F.K.Schltdl.,Potentilla taurica Willd. ex D.F.K.Schltdl.,Potentilla astracanica subsp. astracanica,Potentilla astracanica Jacq.
30900,Rosa × dumetorum var. hemitricha (Ripart ex Déségl.) Heinr.Braun,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha Ripart ex Déségl.
30906,Rosa canina f. hemitricha (Ripart ex Déségl.) Popek,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha Ripart ex Déségl.
30907,Rosa urbica var. hemitricha (Ripart ex Déségl.) Boullu,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha Ripart ex Déségl.
30936,Rosa × dumetorum f. hemitricha (Ripart ex Déségl.) Borbás,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha Ripart ex Déségl.
30968,Octomeria stellata (Lindl.) Spreng.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
30969,Tainia stellata (Lindl.) Pfitzer,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
31030,Parthenocissus inserta (A.Kern.) Fritsch,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus inserta (A.Kern.) Fritsch,Parthenocissus inserta (A.Kern.) Fritsch
31110,Rosa communis var. hemitricha (Ripart ex Déségl.) Rouy & E.G.Camus,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha Ripart ex Déségl.
31118,Pinalia stellata (Lindl.) Kuntze,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
31168,Rosa × nitidula f. ovifera (Borbás) Heinr.Braun,Rosa × nitidula Besser,Rosa × nitidula Besser,Rosa × nitidula Besser,Rosa × nitidula Besser,Rosa × malmundariensis Lej.,Rosa × malmundariensis Lej.
31756,Goswamia indica (B.L.Yadav & H.K.Goswami) Li Bing Zhang & Liang Zhang,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum oleosum Khand.,Ophioglossum oleosum Khand.
31823,Goswamia malviae (M.Patel & M.N.Reddy) Li Bing Zhang & Liang Zhang,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum oleosum Khand.,Ophioglossum oleosum Khand.
35079,Rubus genevieri subsp. herminicus (Samp.) Cout.,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus radula Weihe,Rubus radula Weihe
35080,Rubus genevieri var. herminicus (Samp.) Cout.,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus radula Weihe,Rubus radula Weihe
36807,Potentilla argentea guentheri (Spreng.) Döll,Potentilla argentea L.,Potentilla argentea L.,Potentilla argentea L.,Potentilla argentea L.,Potentilla wimanniana Günther & Schummel,Potentilla wimanniana Günther & Schummel
42428,Pyrus communis var. nivalis (Jacq.) Fiori,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Pyrus communis L.,Pyrus nivalis Jacq.,Pyrus nivalis Jacq.
45802,Polygala aquilonia (Fernald & B.G.Schub.) Sorrie & Weakley,Polygala cruciata L.,Polygala cruciata L.,Senega cruciata (L.) J.F.B.Pastore & J.R.Abbott,Senega cruciata (L.) J.F.B.Pastore & J.R.Abbott,Senega aquilonia (Fernald & B.G.Schub.) J.F.B.Pastore & J.R.Abbott,Senega aquilonia (Fernald & B.G.Schub.) J.F.B.Pastore & J.R.Abbott
46167,Festuca yvesii subsp. bellottii (Auquier & Kerguélen) Kerguélen,"Lolium font-queri (St.-Yves) Banfi, Galasso, Foggi, Kopecký & Ardenghi","Lolium font-queri (St.-Yves) Banfi, Galasso, Foggi, Kopecký & Ardenghi","Lolium font-queri (St.-Yves) Banfi, Galasso, Foggi, Kopecký & Ardenghi","Lolium font-queri (St.-Yves) Banfi, Galasso, Foggi, Kopecký & Ardenghi",Festuca billyi Kerguélen & Plonka,Festuca billyi Kerguélen & Plonka
46766,Rubus chloocladus subsp. emollitus (Sudre) Soó,Rubus chloocladus W.C.R.Watson,Rubus chloocladus W.C.R.Watson,Rubus chloocladus W.C.R.Watson,Rubus chloocladus W.C.R.Watson,Rubus stenopetalus Lefèvre & P.J.Müll.,Rubus stenopetalus Lefèvre & P.J.Müll.
50186,Rubus pubescens subsp. emollitus (Sudre) Sudre,Rubus pubescens Raf.,Rubus pubescens Raf.,Rubus pubescens Raf.,Rubus pubescens Raf.,Rubus stenopetalus Lefèvre & P.J.Müll.,Rubus stenopetalus Lefèvre & P.J.Müll.
54810,Guajava cuprea (O.Berg) Kuntze,Psidium rufum Mart. ex DC.,Psidium rufum Mart. ex DC.,Psidium rufum Mart. ex DC.,Psidium rufum Mart. ex DC.,Psidium cupreum O.Berg,Psidium cupreum O.Berg
56252,Polygala cruciata subsp. aquilonia (Fernald & B.G.Schub.) A.Haines,Polygala cruciata L.,Polygala cruciata L.,Senega cruciata (L.) J.F.B.Pastore & J.R.Abbott,Senega cruciata (L.) J.F.B.Pastore & J.R.Abbott,Senega aquilonia (Fernald & B.G.Schub.) J.F.B.Pastore & J.R.Abbott,Senega aquilonia (Fernald & B.G.Schub.) J.F.B.Pastore & J.R.Abbott
58887,Echinonyctanthus leucanthus (Zucc. ex Pfeiff.) Lem.,Acanthocalycium leucanthum (Gillies ex Salm-Dyck) Schlumpb.,Acanthocalycium leucanthum (Gillies ex Salm-Dyck) Schlumpb.,Acanthocalycium leucanthum (Gillies ex Salm-Dyck) Schlumpb.,Acanthocalycium leucanthum (Gillies ex Salm-Dyck) Schlumpb.,Thelocactus leucacanthus (Zucc. ex Pfeiff.) Britton & Rose,Thelocactus leucacanthus (Zucc. ex Pfeiff.) Britton & Rose
60323,Iberis linifolia subsp. timeroyi (Jord.) Moreno,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia L.,Iberis timeroyi Jord.,Iberis timeroyi Jord.
60379,Crepidomanes ramitrichum (Faden) Beentje,Trichomanes frappieri Cordem.,Trichomanes frappieri Cordem.,Trichomanes frappieri Cordem.,Trichomanes frappieri Cordem.,Trichomanes ramitrichum Faden,Trichomanes ramitrichum Faden
60380,Vandenboschia ramitricha (Faden) Pic.Serm.,Trichomanes frappieri Cordem.,Trichomanes frappieri Cordem.,Trichomanes frappieri Cordem.,Trichomanes frappieri Cordem.,Trichomanes ramitrichum Faden,Trichomanes ramitrichum Faden
60865,Rubus rudis var. laevifactus (P.J.Müll.) Focke,Rubus rudis Weihe,Rubus rudis Weihe,Rubus rudis Weihe,Rubus rudis Weihe,Rubus macrostachys P.J.Müll.,Rubus macrostachys P.J.Müll.
61012,Rubus vestitus subsp. teretiusculus (Kaltenb.) Nyman,Rubus vestitus Weihe,Rubus vestitus Weihe,Rubus vestitus Weihe,Rubus vestitus Weihe,Rubus teretiusculus Kaltenb.,Rubus teretiusculus Kaltenb.
63222,Oxytropis nigrescens var. pygmaea (Pall.) Cham.,Oxytropis gorodkovii Jurtzev,Oxytropis gorodkovii Jurtzev,Oxytropis gorodkovii Jurtzev,Oxytropis gorodkovii Jurtzev,Oxytropis nigrescens var. nigrescens,Oxytropis nigrescens (Pall.) Fisch. ex DC.
63239,Oxytropis nigrescens subsp. pygmaea (Pall.) Hultén,Oxytropis gorodkovii Jurtzev,Oxytropis gorodkovii Jurtzev,Oxytropis gorodkovii Jurtzev,Oxytropis gorodkovii Jurtzev,Oxytropis nigrescens var. nigrescens,Oxytropis nigrescens (Pall.) Fisch. ex DC.
63240,Oxytropis tschuktschorum Jurtzev,Oxytropis gorodkovii Jurtzev,Oxytropis gorodkovii Jurtzev,Oxytropis gorodkovii Jurtzev,Oxytropis gorodkovii Jurtzev,Oxytropis nigrescens var. nigrescens,Oxytropis nigrescens (Pall.) Fisch. ex DC.
63279,Oxytropis pygmaea (Pall.) Fernald,Oxytropis gorodkovii Jurtzev,Oxytropis gorodkovii Jurtzev,Oxytropis gorodkovii Jurtzev,Oxytropis gorodkovii Jurtzev,Oxytropis nigrescens var. nigrescens,Oxytropis nigrescens (Pall.) Fisch. ex DC.
63417,Cordia guazumifolia (Desv.) Roem. & Schult.,Varronia polycephala Lam.,Varronia polycephala Lam.,Varronia polycephala Lam.,Varronia polycephala Lam.,Varronia guazumifolia Desv.,Varronia guazumifolia Desv.
63883,Iberis intermedia subsp. timeroyi (Jord.) Nyman,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia subsp. linifolia,Iberis linifolia L.,Iberis timeroyi Jord.,Iberis timeroyi Jord.
65239,Eranthis hyemalis var. tubergenii (Bowles) P.D.Sell,Eranthis hyemalis (L.) Salisb.,Eranthis hyemalis (L.) Salisb.,Eranthis hyemalis (L.) Salisb.,Eranthis hyemalis (L.) Salisb.,Eranthis × tubergenii Bowles,Eranthis × tubergenii Bowles
65624,Eucalyptus tasmanica Blakely,Eucalyptus delegatensis subsp. tasmaniensis Boland,Eucalyptus delegatensis subsp. tasmaniensis Boland,Eucalyptus tasmaniensis (Boland) D.Nicolle,Eucalyptus tasmaniensis (Boland) D.Nicolle,Eucalyptus tenuiramis Miq.,Eucalyptus tenuiramis Miq.
71202,Gamochaeta subfalcata (Cabrera) Cabrera,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta subfalcata (Cabrera) Cabrera,Gamochaeta subfalcata (Cabrera) Cabrera
71403,Hymenophyllum macrocarpum (C.Presl) Bosch,Hymenophyllum emarginatum Sw.,Hymenophyllum emarginatum Sw.,Hymenophyllum emarginatum Sw.,Hymenophyllum emarginatum Sw.,Hymenophyllum badium Hook. & Grev.,Hymenophyllum badium Hook. & Grev.
74658,Rosa communis var. virginea (Ripart ex Déségl.) Rouy & E.G.Camus,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa stylosa Desv.,Rosa stylosa Desv.
75055,Malveopsis spicata (L.) Kuntze,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Melochia spicata (L.) Fryxell,Melochia spicata (L.) Fryxell
75792,Begonia lynchiana Hook.f.,Begonia cyathophora Poepp. & Endl.,Begonia cyathophora Poepp. & Endl.,Begonia cyathophora Poepp. & Endl.,Begonia cyathophora Poepp. & Endl.,Begonia bracteosa A.DC.,Begonia bracteosa A.DC.
76593,Potentilla cinerea var. clementei (Jord.) Nyman,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
76594,Potentilla cinerea clementei (Jord.) Th.Wolf,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
78897,Festuca lenensis subsp. albifolia (Reverd.) Tzvelev,Festuca lenensis Drobow,Festuca lenensis Drobow,Festuca lenensis Drobow,Festuca lenensis Drobow,Festuca albifolia Reverd.,Festuca albifolia Reverd.
79425,Phragmanthera redingii (De Wild.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera zygiarum (Hiern) Polhill & Wiens,Phragmanthera zygiarum (Hiern) Polhill & Wiens
79426,Tapinanthus redingii (De Wild.) Danser,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera zygiarum (Hiern) Polhill & Wiens,Phragmanthera zygiarum (Hiern) Polhill & Wiens
79487,Rubus rhamnifolius var. cardiophyllus (Lefèvre & P.J.Müll.) Focke,Rubus germanicus Focke ex Thomé,Rubus germanicus Focke ex Thomé,Rubus germanicus Focke ex Thomé,Rubus germanicus Focke ex Thomé,Rubus cardiophyllus Lefèvre & P.J.Müll.,Rubus cardiophyllus Lefèvre & P.J.Müll.
80223,Dynamidium clementei (Jord.) Fourr.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
80224,Potentilla subacaulis var. clementei (Jord.) Nyman,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
80225,Potentilla velutina var. clementei (Jord.) Th.Wolf,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
80226,Potentilla cinerea f. clementei (Jord.) Beck,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
84617,Ulmus carpinifolia f. sarniensis (Loudon) Rehder,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus minor subsp. minor,Ulmus minor Mill.
84618,Ulmus stricta var. sarniensis (Loudon) Moss,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus minor subsp. minor,Ulmus minor Mill.
84619,Ulmus minor var. sarniensis (Loudon) Richens,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus minor subsp. minor,Ulmus minor Mill.
84620,Ulmus minor subsp. sarniensis (Loudon) Stace,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus minor subsp. minor,Ulmus minor Mill.
84674,Ulmus glabra f. sarniensis (Loudon) C.K.Schneid.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus minor subsp. minor,Ulmus minor Mill.
84675,Ulmus campestris f. sarniensis (Loudon) Dippel,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus minor subsp. minor,Ulmus minor Mill.
84801,Visenia spicata (L.) Colla,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Malvastrum americanum (L.) Torr.,Melochia spicata (L.) Fryxell,Melochia spicata (L.) Fryxell
